code,name,listedDate,business,website,industry,sector,issuePrice,regCapital,establishDate,chairman,regAddress,officeAddress,tel,email
sh603558,健盛集团,2015-01-27,针织运动服饰的生产制造。,http://www.jasangroup.com,纺织服饰,纺织服饰,19.25,34263.8049,1993-12-06 00:00:00 +0800 CST,张茂义,浙江省杭州市萧山经济技术开发区桥南区块知行路1699号3幢,杭州市萧山经济开发区金一路111号,0571-22897199,jasan@jasangroup.com.cn
sh603559,ST通脉,2016-12-02,为基础电信运营商和通信设备商等客户提供通信网络工程服务和通信网络维护服务;IDC运营维护、IDC增值服务和软件及系统集成服务。,http://www.ztgmcom.com,通信,通信,10.34,40127.6979,1986-06-26 00:00:00 +0900 CDT,李学刚,吉林省长春市南湖大路6399号,吉林省长春市南湖大路6399号,0431-85949761,zqswb@ztgmcom.com
sh603565,中谷物流,2020-09-25,集装箱物流服务。,http://www.zhonggu56.com/,交通运输,交通运输,22.19,210006.3103,2010-03-05 00:00:00 +0800 CST,李永华,中国(上海)自由贸易试验区临港新片区双惠路99号综合楼106室,上海市浦东新区民生路1188号18楼,021-31761722,ir@zhonggu56.com
sh603566,普莱柯,2015-05-18,主要从事兽用生物制品、化学药品及中兽药的研发、生产、销售及相关技术转让。,http://www.pulike.com.cn,农林牧渔,农林牧渔,15.52,34606.2273,2002-06-22 00:00:00 +0800 CST,胡伟,中国(河南)自由贸易试验区洛阳片区高新开发区凌波路,河南省洛阳市洛龙区政和路15号,0379-63282386,ir@pulike.com.cn
sh603567,珍宝岛,2015-04-24,"以高端中药制剂为主的,多剂型、多品种的中药研发、生产和销售企业。",http://www.zbdzy.com,医药生物,医药生物,23.60,94085.9283,1996-10-28 00:00:00 +0800 CST,闫久江,黑龙江省鸡西市虎林市虎林镇红星街72号,黑龙江省哈尔滨市平房区烟台一路8号,0451-86811969,zbddsh@zbdzy.com
sh603568,伟明环保,2015-05-28,城市生活垃圾焚烧发电业务。,http://www.cnweiming.com,环保,环保,11.27,171012.8059,2001-12-29 00:00:00 +0800 CST,项光明,浙江省温州市瓯海区娄桥工业园中汇路81号B2幢5楼东南首,浙江省温州市市府路525号同人恒玖大厦16楼,0577-86051886,ir@cnweiming.com
sh603569,长久物流,2016-08-10,主要从事整车运输物流服务。,http://www.changjiulogistics.com,交通运输,交通运输,15.43,60350.7251,2003-09-10 00:00:00 +0800 CST,薄世久,北京市顺义区南彩镇彩祥东路3号,北京市朝阳区石各庄路99号,010-57355969,cjwl@changjiulogistics.com
sh603577,汇金通,2016-12-22,主要从事输电线路角钢塔、钢管塔、变电站构架等电力输送设备的研发、设计、制造及销售。,http://www.hjttower.com,电力设备,电力设备,11.10,33913.91,2004-04-06 00:00:00 +0800 CST,金志健,山东省青岛胶州市杜村镇寺后村,青岛胶州市铺集镇东部工业区,0532-58081688,hjt@hjttower.com
sh603578,三星新材,2017-03-06,各类低温储藏设备玻璃门体及深加工玻璃产品的设计、研发、生产与销售。,http://www.sxslhg.com,家用电器,家用电器,12.26,23406.0564,1999-06-24 00:00:00 +0800 CST,金尚尚,浙江省湖州市德清县禹越镇杭海路333号,浙江省湖州市德清县禹越镇杭海路333号,0572-8370557,dqsx@sxslhg.com
sh603579,荣泰健康,2017-01-11,按摩器具的设计、研发、生产和销售。,http://www.rotai.com,家用电器,家用电器,44.66,20105.2364,2002-11-15 00:00:00 +0800 CST,林琪,上海市青浦区朱枫公路1226号,上海市青浦区徐泾镇高光路169弄6栋02,021-59833669,Public@rotai.com
sh603580,*ST艾艾,2017-05-25,轻型输送带的研发、生产及销售。,http://www.aabelt.com.cn/,基础化工,基础化工,9.81,13067.32,1997-04-08 00:00:00 +0800 CST,涂国圣,上海市静安区万荣路700号7幢A240室,上海市杨浦区翔殷路580号,021-65305237,zhengquanbu@aabelt.com.cn
sh603583,捷昌驱动,2018-09-21,线性驱动系统及设备、医疗设备零部件、功能家具及部件的生产销售、研发。,http://www.jiecang.com,机械设备,机械设备,29.17,38577.0955,2010-04-30 00:00:00 +0800 CST,胡仁昌,浙江省绍兴市新昌县省级高新技术产业园区,浙江省绍兴市新昌县省级高新技术产业园区,0575-86760296,jczq@jiecang.com
sh603585,苏利股份,2016-12-14,农药、阻燃剂及其他精细化工产品的研发、生产和销售。,http://www.suli.com,基础化工,基础化工,26.79,19564.5647,1994-12-22 00:00:00 +0800 CST,汪静莉,江苏省无锡市江阴市临港街道润华路7号-1,江苏省江阴市临港街道润华路7号-1,0510-86636229,suligroup@suli.com
sh603586,金麒麟,2017-04-06,从事摩擦材料及制动产品的研发、生产和销售。,http://www.chinabrake.com,汽车,汽车,21.37,19605.278,1999-08-10 00:00:00 +0800 CST,孙鹏,山东省德州市乐陵市阜乐路999号,山东省德州市乐陵市阜乐路999号,0534-2119967,ad@chinabrake.com
sh603587,地素时尚,2018-06-22,中高端品牌女装相关的设计、推广以及销售。,http://www.dazzle-fashion.com/,纺织服饰,纺织服饰,27.52,47409.2787,2002-05-23 00:00:00 +0800 CST,马瑞敏,上海市长宁区仙霞路579弄38号第2幢103室,上海市普陀区丹巴路28弄1-2号旭辉世纪广场8号楼,021-31085111;021-31085300,info@dazzle-fashion.com
sh603588,高能环境,2014-12-29,"从事固体废物污染防治技术研究和应用,在垃圾处理、矿山能源、煤化工、石油化工、水利生态和环境修复等领域提供固体废物污染防治系统解决方案和工程承包服务。",http://www.bgechina.cn,环保,环保,18.23,152323.4457,1992-08-28 00:00:00 +0800 CST,凌锦明,北京市海淀区秋枫路36号院1号楼-2至4层101,北京市海淀区秋枫路36号院1号楼高能环境大厦,010-85782168,stocks@bgechina.cn
sh603589,口子窖,2015-06-29,从事白酒的生产和销售。,http://www.kouzi.com,食品饮料,食品饮料,16.00,59811.9472,2002-12-26 00:00:00 +0800 CST,徐进,中国安徽省淮北市相山南路9号,中国安徽省淮北市相山南路9号,0561-6898000,kz_zqb@126.com
sh603590,康辰药业,2018-08-27,"以创新药研发为核心、以临床需求为导向,集研发、生产和销售于一体。",http://www.konruns.cn,医药生物,医药生物,24.34,15901.0477,2003-09-03 00:00:00 +0800 CST,刘建华,北京市密云区经济开发区兴盛南路11号,北京市昌平区中关村生命科学园科学园路7号院3号楼,010-82898898,ir@konruns.cn
sh603595,ST东尼,2017-07-12,专注于超微细合金线材及其他金属基复合材料的应用研发、生产与销售。,http://www.tonytech.com,电子,电子,13.01,23244.2326,2008-01-25 00:00:00 +0800 CST,沈晓宇,浙江省湖州市吴兴区织里镇利济东路555号,浙江省湖州市吴兴区织里镇利济东路555号,0572-3256668,public@tonytech.com
sh603596,伯特利,2018-04-27,汽车制动系统相关产品的研发、生产和销售。,http://www.btl-auto.com,汽车,汽车,15.10,89763.9446,2004-06-25 00:00:00 +0800 CST,袁永彬,中国(安徽)自由贸易试验区芜湖片区泰山路19号,中国(安徽)自由贸易试验区芜湖片区泰山路19号,0553-5669308,investor@btl-auto.com
sh603598,引力传媒,2015-05-27,为客户提供媒介代理服务和数据策略与咨询、植入广告、互联网公关、品牌管理等专项广告服务。,http://www.yinlimedia.com,传媒,传媒,7.20,26968.29,2005-08-10 00:00:00 +0800 CST,罗衍记,北京市海淀区阜外亮甲店1号水园乙3号楼105室,北京市朝阳区建国路甲92号扬子江健康大厦12层,010-87521982,zhengquanbu@yinlimedia.com
sh603599,广信股份,2015-05-13,专业从事以光气为原料的农药及中间体的研发、生产、销售。,http://www.chinaguangxin.com,基础化工,基础化工,16.11,91026.9345,2000-03-15 00:00:00 +0800 CST,黄金祥,安徽省宣城市广德市新杭镇彭村村,安徽省宣城市广德市新杭镇彭村村,0563-6832979,guangxinzq@chinaguangxin.com
sh603600,永艺股份,2015-01-23,"主要从事办公椅和按摩椅椅身研发、设计、生产和销售,并经营部分功能座椅配件及沙发业务。",http://www.uechairs.cn,轻工制造,轻工制造,10.22,33043.317,2001-04-27 00:00:00 +0800 CST,张加勇,浙江省安吉县灵峰街道永艺西路1号,浙江省安吉县灵峰街道永艺西路1号,0572-5137669,ue-ir@uechairs.com
sh603601,再升科技,2015-01-22,微纤维玻璃棉及其制品的研发、生产和销售。,http://www.cqzskj.com/,建筑材料,建筑材料,7.90,114234.0971,2007-06-28 00:00:00 +0800 CST,郭茂,重庆市两江新区回兴街道婵衣路1号,重庆市两江新区回兴街道婵衣路1号,023-88651610,mail@cqzskj.com
sh603602,纵横通信,2017-08-10,"为中国移动、中国电信、中国联通三大电信运营商以及铁塔公司提供5G新基建等相关服务,为政企行业客户提供数智化项目一站式解决方案,为电信运营商及企业大客户提供全域数字营销服务。",http://www.freelynet.com,传媒,传媒,15.18,23105.7494,2006-12-28 00:00:00 +0800 CST,苏维锋,浙江省杭州市滨江区西兴街道协同路190号A座18层,浙江省杭州市滨江区西兴街道协同路190号A座18层,0571-87672346,zqb@freelynet.com
sh603605,珀莱雅,2017-11-15,化妆品的研发、生产和销售。,http://www.proya-group.com,美容护理,美容护理,15.34,39597.6039,2006-05-24 00:00:00 +0800 CST,侯军呈,浙江省杭州市西湖区留下街道西溪路588号,浙江省杭州市西湖区西溪路588号珀莱雅大厦,0571-87352850,proyazq@proya.com
sh603606,东方电缆,2014-10-15,各种电线电缆的研发、生产、销售及其服务。,http://www.orientcable.com,电力设备,电力设备,8.20,68771.5368,1998-10-22 00:00:00 +0800 CST,夏崇耀,浙江省宁波市北仑区江南东路968号,宁波中山东路1800号国华金融中心49-50F,0574-86188666,orient@orientcable.com
sh603607,京华激光,2017-10-25,激光全息模压制品、铂金浮雕光学产品制造、销售及技术开发。,http://www.sx-jhjg.com/,轻工制造,轻工制造,16.04,17851.68,1992-10-08 00:00:00 +0800 CST,孙建成,浙江省绍兴市城东经济技术开发区,浙江省绍兴市越城区中山路89号,0575-88122757,Web@sx-jhjg.com
sh603608,天创时尚,2016-02-18,"时尚消费品的研发、生产、分销及零售业务,移动互联网营销业务。",http://www.topscore.com.cn,纺织服饰,纺织服饰,9.80,41973.6181,2004-04-09 00:00:00 +0800 CST,李林,广东省广州市南沙区东涌镇银沙大街31号,广东省广州市南沙区东涌镇银沙大街31号,020-39301538,topir@topscore.com.cn
sh603609,禾丰股份,2014-08-08,"饲料及饲料原料贸易业务、肉禽业务、生猪业务,同时涉猎动物药品、养殖设备、宠物医疗等。",http://www.wellhope-ag.com,农林牧渔,农林牧渔,5.88,90829.1133,2003-03-27 00:00:00 +0800 CST,金卫东,辽宁省沈阳市沈北新区辉山大街169号,辽宁省沈阳市沈北新区辉山大街169号,024-88081409,hf@wellhopefood.com
sh603610,麒盛科技,2019-10-29,智能电动床及配套产品研发、设计、生产和销售。,http://www.keeson.com,轻工制造,轻工制造,44.66,35299.1621,2005-10-19 00:00:00 +0800 CST,黄小卫,浙江省嘉兴市秀洲区王江泾镇秀水大道1508号,浙江省嘉兴市秀洲区王江泾镇秀水大道1508号,0573-82283307,softide@softide.cn
sh603611,诺力股份,2015-01-28,轻小型搬运车辆及电动仓储车辆的研发、生产和销售。,http://www.noblelift.com,机械设备,机械设备,18.37,25760.0791,2000-03-03 00:00:00 +0800 CST,丁毅,浙江省湖州市长兴县太湖街道长州路528号,浙江省湖州市长兴县太湖街道长州路528号,0572-6210906,sec@noblelift.com
sh603612,索通发展,2017-07-18,预焙阳极的研发、生产及销售业务。,http://www.sun-stone.com,基础化工,基础化工,7.88,49810.4459,2003-08-27 00:00:00 +0800 CST,郎静,山东省德州市临邑县恒源经济开发区新104国道北侧,山东省德州市临邑县恒源经济开发区新104国道北侧,0534-2148011,sunstone@sun-stone.com
sh603613,国联股份,2019-07-30,会员服务、会展服务、行业资讯服务、代理业务以及金融服务业务。,http://www.ueiibi.com,商贸零售,商贸零售,15.13,72053.7813,2002-09-06 00:00:00 +0800 CST,钱晓钧,北京市丰台区南四环西路188号六区3号楼9层,北京市丰台区南四环西路188号总部基地3区28号楼国联股份数字经济总部,010-63729108,dongmiban@ueiibi.com
sh603615,茶花股份,2017-02-13,以日用塑料制品为主的家居用品的研发、生产、销售。,http://www.chahuajj.com,轻工制造,轻工制造,8.37,24182.00,1997-03-03 00:00:00 +0800 CST,陈葵生,福建省福州市晋安区鼓山镇蕉坑路168号,福建省福州市晋安区鼓山镇蕉坑路168号,0591-83961565,603615@chahuajj.com
sh603616,韩建河山,2015-06-11,预应力钢筒混凝土管(PCCP)、钢筋混凝土排水管(RCP)和商品混凝土研发、生产与销售。,http://www.hjhsgy.com,建筑材料,建筑材料,11.35,39131.80,2004-07-07 00:00:00 +0800 CST,田玉波,北京市房山区韩村河镇韩村河村大自然新城雅苑商业楼C座3号,北京市房山区良乡镇卓秀路北街智汇雅苑6号院6号楼8层,010-56278008,hjhszqb@hjhsgy.com
sh603617,君禾股份,2017-07-03,主要从事潜水泵、花园泵、深井泵、喷泉泵等家用水泵产品及其配件的研发、设计、制造和销售。,http://www.junhepumps.com,机械设备,机械设备,8.93,38981.1337,2003-04-30 00:00:00 +0800 CST,张阿华,浙江省宁波市海曙区集士港镇广蔺路288号,浙江省宁波市海曙区集士港镇广蔺路288号,0574-88020788,zhw@junhepumps.com
sh603618,杭电股份,2015-02-17,电线电缆产品的研发、生产、销售和服务。,http://www.hzcables.com,电力设备,电力设备,11.65,69137.5616,2002-04-17 00:00:00 +0800 CST,华建飞,浙江省杭州经济技术开发区6号大街68-1号,浙江省杭州市富阳区东洲街道永通路18号,0571-63167793,stock@hzcables.com
sh603619,中曼石油,2017-11-17,"涵盖勘探开发、油服工程、石油装备制造,",http://www.zpec.com,石油石化,石油石化,22.61,46233.8461,2003-06-13 00:00:00 +0800 CST,李春第,中国(上海)自由贸易试验区临港新片区南汇新城镇飞渡路2099号1幢1层,上海市浦东新区江山路3998号,021-61048060,ssbgs@zpec.com
sh603626,科森科技,2017-02-09,"精密压铸、锻压、冲压、CNC、激光切割、激光焊接、MIM、精密注塑等制造工艺、技术为基础,以精密模具设计、生产为支撑,为苹果、亚马逊、谷歌、美敦力等国际、国内知名客户提供消费电子、医疗器械、汽车(含新能源汽车)、液晶面板、电子烟等终端产品所需精密金属、塑胶结构件产品的研发、制造以及部分工艺服务。",http://www.kersentech.com,电子,电子,18.85,55487.969,2010-12-01 00:00:00 +0800 CST,徐金根,江苏省苏州市昆山开发区新星南路155号,江苏省苏州市昆山开发区新星南路155号,0512-36688666,ksgf@kersentech.com
sh603628,清源股份,2017-01-12,从事智能光伏跟踪器及其他光伏支架的研发、设计、生产和销售;光伏电站的开发、建设及运营;光伏电力电子产品的研发、生产和销售。,http://www.clenergy.com.cn,电力设备,电力设备,5.57,27310.4891,2007-08-31 00:00:00 +0800 CST,Hong Daniel,福建省厦门火炬高新区(翔安)产业区民安大道1001号、1003号、1005号、1007号、1009号,福建省厦门火炬高新区(翔安)产业区民安大道1001号、1003号、1005号、1007号、1009号,0592-3110089,ir@clenergy.com.cn
sh603629,利通电子,2018-12-24,应用于液晶电视等液晶显示领域的精密金属结构件、电子元器件的设计、生产、销售。,http://www.lettall.com,电子,电子,19.29,26232.00,1980-11-25 00:00:00 +0800 CST,邵树伟,江苏省无锡市宜兴市徐舍镇工业集中区(徐丰路8号),江苏省无锡市宜兴市徐舍镇工业集中区徐丰路8号,0510-87600070,zqb@lettall.com
sh603630,拉芳家化,2017-03-13,洗护类、护肤类、彩妆类产品的研发、生产和销售。,http://www.laf.cn,美容护理,美容护理,18.39,22520.458,2001-12-14 00:00:00 +0800 CST,吴桂谦,广东省汕头市潮南区国道324线新庆路段拉芳工业城(一照多址),汕头市龙湖区万吉工业区龙江路拉芳大厦,0754-89833339,laf@vip.126.com
sh603633,徕木股份,2016-11-17,从事以连接器和屏蔽罩为主的精密电子元件研发、生产和销售。,http://www.laimu.com.cn,电子,电子,6.75,42681.0818,2003-03-12 00:00:00 +0800 CST,朱新爱,上海市闵行区中春路7319号,上海市松江区洞泾镇洞薛路651弄88号,021-67679072,ir@laimu.com.cn
sh603636,南威软件,2014-12-30,"主要从事电子政务的软件开发、系统集成及技术服务,并以解决方案的方式向政务部门提供上述全部或部分业务。",http://www.linewell.com,计算机,计算机,14.95,58036.0523,2002-10-18 00:00:00 +0800 CST,吴志雄,福建省泉州市丰泽区丰海路南威大厦2号楼,福建省泉州市丰泽区丰海路南威大厦2号楼,0595-68288889,ir@linewell.com
sh603637,镇海股份,2017-02-08,向客户提供从工程前期的规划咨询到设计、采购、施工管理、开车、结算审核直到运营服务的一站式解决方案。,http://www.izpec.com,建筑装饰,建筑装饰,13.86,23868.5877,1994-06-30 00:00:00 +0800 CST,戚元庆,浙江省宁波市高新区星海南路36号,浙江省宁波市高新区星海南路36号,0574-87917820,zpec@izpec.com
sh603638,艾迪精密,2017-01-20,液压技术的研究及液压产品的开发、生产和销售。,http://www.cceddie.com,机械设备,机械设备,6.58,83108.881,2003-08-06 00:00:00 +0800 CST,宋飞,山东省烟台经济技术开发区秦淮河路189号,山东省烟台经济技术开发区长江路356号,0535-6392630,securities@cceddie.com
sh603639,海利尔,2017-01-12,农药制剂、农药原药及相关中间体的生产与销售。,http://www.hailir.cn,基础化工,基础化工,24.95,34964.8236,1999-12-01 00:00:00 +0800 CST,葛家成,山东省青岛市城阳区城东工业园内,青岛市城阳区国城路216号,0532-58659169,hailir@hailir.cn
sh603648,畅联股份,2017-09-13,国际跨国企业提供精益供应链管理服务。,http://www.chinaslc.com,交通运输,交通运输,7.37,36241.28,2001-05-22 00:00:00 +0800 CST,徐峰,中国(上海)自由贸易试验区冰克路500号5-6幢,中国(上海)自由贸易试验区日京路68号,021-20895888,investor-relations@chinaslc.com
sh603650,彤程新材,2018-06-27,精细化工材料的研发、生产、销售和相关贸易业务。,http://www.rachem.com,基础化工,基础化工,12.32,61608.297,2008-06-04 00:00:00 +0800 CST,Zhang Ning,中国(上海)自由贸易试验区银城中路501号上海中心25层2501室,中国(上海)自由贸易试验区银城中路501号上海中心25层2501室,021-62109966,securities@rachem.com
sh603655,朗博科技,2017-12-29,汽车用橡胶零部件的研发、生产和销售。,http://www.jmp-seal.com/,汽车,汽车,6.46,10600.00,2005-02-05 00:00:00 +0800 CST,戚淦超,江苏省常州市金坛区尧塘街道金博路1号,江苏省常州市金坛区尧塘街道金博路1号,0519-82300207,lbkj@jmp-seal.com
sh603656,泰禾智能,2017-03-21,智能检测分选装备、工业机器人及自动化成套装备、智能包装装备研发、生产和销售。,https://www.chinataiho.com,机械设备,机械设备,21.91,18294.5358,2004-12-10 00:00:00 +0800 CST,张许成,安徽省合肥市经济技术开发区桃花工业园拓展区玉兰大道66号,合肥市经济技术开发区桃花工业园拓展区玉兰大道66号,0551-68588870,thgdzq@chinataiho.com
sh603657,春光科技,2018-07-30,清洁电器软管、配件产品及整机ODM/OEM产品的研发、生产和销售。,http://www.chinacgh.com,家用电器,家用电器,18.46,13519.005,2000-07-11 00:00:00 +0800 CST,陈正明,浙江省金华市金磐开发区花台路1399号,浙江省金华市金磐开发区花台路1399号,0579-82237156,cgzqb@chinacgh.com
sh603658,安图生物,2016-09-01,体外诊断试剂及仪器的研发、生产和销售。,http://www.autobio.com.cn,医药生物,医药生物,14.58,57142.4768,1999-09-15 00:00:00 +0800 CST,杨增利,河南省郑州经济技术开发区经北一路87号,郑州经济技术开发区经开第十五大街199号,0371-86506868,autobio@autobio.com.cn
sh603659,璞泰来,2017-11-03,新能源电池的负极材料及石墨化加工、隔膜及涂覆加工、自动化工艺设备、PVDF及粘结剂的研发生产和销售、铝塑包装膜、纳米氧化铝及勃姆石。,http://www.putailai.com/,电力设备,电力设备,16.53,213639.9076,2012-11-06 00:00:00 +0800 CST,梁丰,中国(上海)自由贸易试验区芳春路400号1幢301-96室,上海市浦东新区叠桥路456弄116号,021-61902930,IR@putailai.com
sh603660,苏州科达,2016-12-01,从事视频会议系统、视频监控系统和融合通信系统的软硬件开发、设备制造、产品销售及技术服务。,http://www.kedacom.com,计算机,计算机,8.03,57578.6046,2004-06-10 00:00:00 +0800 CST,陈冬根,江苏省苏州市高新区金山路131号,江苏省苏州市高新区金山路131号,0512-68094995,ir@kedacom.com
sh603661,恒林股份,2017-11-21,办公椅、沙发、按摩椅及配件的研发、生产与销售。,http://www.henglin.com,轻工制造,轻工制造,56.88,13906.7031,1998-04-03 00:00:00 +0800 CST,王江林,浙江省湖州市安吉县递铺街道夹溪路378、380号,浙江省湖州市安吉县递铺街道夹溪路378、380号,0572-5227673,hlgf@zjhenglin.com
sh603662,柯力传感,2019-08-06,"研制、生产和销售应变式传感器、仪表等元器件,提供系统集成及干粉砂浆第三方系统服务、不停车检测系统、无人值守一卡通智能称重系统、制造业人工智能系统、企业数字化建设软件开发服务、移动资产管理系统、物流分拣系统等。",http://www.kelichina.com,机械设备,机械设备,19.83,28082.9868,2002-12-30 00:00:00 +0800 CST,柯建东,浙江省宁波市江北区长兴路199号,宁波市江北区长兴路199号,0574-87562290,dmb@kelichina.com
sh603663,三祥新材,2016-08-01,锆系、铸改等工业新材料的研发、生产和销售。,http://www.fjsx.com,基础化工,基础化工,5.28,42329.975,1991-08-24 00:00:00 +0900 CDT,夏鹏,福建省宁德市寿宁县解放街292号,福建省宁德市寿宁县解放街292号,0593-5518572,zqb@fjsx.com
sh603665,康隆达,2017-03-13,特种及普通劳动防护手套的研发、生产和销售。,http://www.kanglongda.com.cn/,纺织服饰,纺织服饰,21.40,16111.1057,2006-12-29 00:00:00 +0800 CST,张家地,浙江省绍兴市杭州湾上虞经济技术开发区纬五东路7号,杭州湾上虞经济技术开发区纬五东路7号,0575-82872578,kld@kanglongda.com.cn
sh603666,亿嘉和,2018-06-12,"主要从事特种机器人产品的研发、生产、销售及相关服务,充分融合移动、感知、操作、人工智能、数据分析等机器人相关技术,面向电力、消防、新能源、轨道交通等行业领域,提供多样化的智能产品、智能服务和系统解决方案。",http://www.yijiahe.com,机械设备,机械设备,34.46,20553.042,1999-04-06 00:00:00 +0800 CST,汪超,江苏省南京市雨花台区创思路5号,南京市雨花台区创思路5号,025-58520952,info@yijiahe.com
sh603667,五洲新春,2016-10-25,轴承、精密机械零部件和汽车安全系统、热管理系统零部件的研发、生产和销售。,http://www.xcc-zxz.com,机械设备,机械设备,8.80,38315.1922,1999-11-12 00:00:00 +0800 CST,张峰,浙江省绍兴市新昌县七星街道泰坦大道199号,浙江省绍兴市新昌县七星街道泰坦大道199号,0575-86339263,xcczqb@xcc-zxz.com
sh603668,天马科技,2017-01-17,从事特种水产配合饲料研发、生产、销售。,http://www.jolma.cn/,农林牧渔,农林牧渔,6.21,50579.6732,2005-12-13 00:00:00 +0800 CST,陈庆堂,福建省福州市福清市上迳镇工业区,福建省福清市上迳镇工业区,0591-85628333,jolma668@jolma.cn
sh603669,灵康药业,2015-05-28,化药处方药的研发、生产和销售。,http://www.lingkang.com.cn,医药生物,医药生物,11.70,71233.0243,2003-12-24 00:00:00 +0800 CST,陶灵萍,西藏自治区山南市乃东区国道349号(结巴乡段)20号,西藏自治区山南市乃东区国道349号(结巴乡段)20号,0893-7830999;0571-81103508,ir@lingkang.com.cn
sh603676,卫信康,2017-07-21,化学药品制剂及其原料药的研发、生产、销售。,http://www.wxkpharma.com/,医药生物,医药生物,5.53,43516.15,2006-03-17 00:00:00 +0800 CST,刘伟强,西藏拉萨经济技术开发区B区园区南路5号工业中心4号楼3层,拉萨经济技术开发区B区园区南路5号工业中心4号楼3层,0891-6601760;010-50870100,wxk@wxkpharma.com
sh603677,奇精机械,2017-02-06,专业从事洗衣机离合器等家电零部件、汽车零部件及电动工具零部件的研发、设计、生产与销售。,http://www.qijing-m.com,家用电器,家用电器,21.13,19260.0865,1996-11-29 00:00:00 +0800 CST,梅旭辉,浙江省宁波市宁海县跃龙街道气象北路289号,浙江省宁波市宁海县三省东路1号,0574-65310999,ir@qijing-m.com
sh603678,火炬电子,2015-01-26,电子元器件、新材料及相关产品的研发、生产、销售、检测及服务业务。,http://www.torch.cn,国防军工,国防军工,10.38,47556.6631,2007-12-20 00:00:00 +0800 CST,蔡劲军,泉州市鲤城区江南高新技术电子信息园区紫华路4号(经营场所福建省泉州市鲤城区常泰北路178号、泉州市鲤城区常泰街道新塘社区泰新街58号),福建省泉州市鲤城区江南高新技术电子信息园区紫华路4号,0595-22353689,investor@torch.cn
sh603679,华体科技,2017-06-21,城市照明领域的方案规划设计、产品研发制造、工程项目安装和运行管理维护服务。,http://www.huaticn.com,电子,电子,9.44,17768.6217,2004-05-21 00:00:00 +0800 CST,梁熹,四川省成都市双流西南航空港经济开发区双华路三段580号,四川省双流西南航空港经济开发区双华路三段580号,028-85871857,zqb@huaticn.com
sh603680,今创集团,2018-02-27,轨道交通车辆配套产品的研发、生产、销售及服务。,http://www.ktk.com.cn,机械设备,机械设备,32.69,78371.8767,2003-03-26 00:00:00 +0800 CST,俞金坤,江苏省常州市武进区遥观镇今创路88-89号,江苏省常州市武进区遥观镇今创路88-89号,0519-88377688,securities@ktk.com.cn
sh603681,永冠新材,2019-03-26,各类胶带产品的研发、生产和销售。,http://www.ygtape.com,基础化工,基础化工,10.00,23774.183,2002-01-28 00:00:00 +0800 CST,吕新民,上海市青浦区朱家角工业园区康工路15号,上海市青浦区朱家角工业园区康工路15号,021-59830677,ir@ygtape.com
sh603682,锦和商管,2020-04-21,城市老旧物业、低效存量商用物业的定位设计、改造、招商、运营和服务。,http://www.iyuejie.com,商贸零售,商贸零售,7.91,47250.00,2007-05-09 00:00:00 +0800 CST,郁敏珺,上海市徐汇区虹漕路68号43幢18楼,上海市徐汇区虹漕路68号锦和中心18楼,021-52399283,dongban@jinhe.sh.cn
sh603683,晶华新材,2017-10-20,为工业企业、手机厂商、动力电池厂商、屏显厂商等客户提供胶黏材料、胶粘剂等产品。,https://www.smithcn.com,基础化工,基础化工,9.34,29116.9857,2006-04-19 00:00:00 +0800 CST,周晓南,上海市松江区永丰街道大江路89号,上海市松江区新桥镇千帆路237弄8号楼1702、1703和1704室,021-31167522,jhxc@smithcn.com
sh603685,晨丰科技,2017-11-27,照明产品结构组件的研发、生产和销售。,http://www.cnlampholder.com,电子,电子,21.04,25095.0568,2001-01-08 00:00:00 +0800 CST,丁闵,浙江省嘉兴市海宁市盐官镇天通路8号,浙江省嘉兴市海宁市盐官镇园区四路10号,0573-87618171,cf_info@cnlampholder.com
sh603686,福龙马,2015-01-26,环卫清洁装备、垃圾收转装备、新能源环卫装备等环卫装备的研发、生产与销售。,http://www.fjlm.com.cn,环保,环保,14.86,41543.0404,2007-12-21 00:00:00 +0800 CST,张西泠,福建省龙岩市新罗区东肖镇东华社区龙腾南路42号,福建省龙岩市新罗区东肖镇东华社区龙腾南路42号,0597-2796968,investor@fjlm.com.cn
sh603687,大胜达,2019-07-26,"瓦楞纸箱、纸板的研发、生产、印刷和销售,为客户提供涵盖包装方案设计、研发、检测、生产、库存管理、物流配送等环节的全方位纸包装解决方案。",http://www.sdpack.cn,轻工制造,轻工制造,7.35,55003.1864,2004-11-22 00:00:00 +0800 CST,方聪艺,浙江省杭州市萧山区萧山经济技术开发区红垦农场垦瑞路518号,浙江省杭州市萧山区市心北路2036号东方至尊国际中心,0571-82838418,shengda@sdpack.cn
sh603688,石英股份,2014-10-31,公司主要使用天然石英矿石材料从事高纯石英砂、高纯石英管(棒、板、锭、筒)、石英坩埚及其他石英材料的研发、生产与销售;产品主要应用于光源、光伏、半导体、光纤光学等领域。,http://www.quartzpacific.com,基础化工,基础化工,6.45,54167.8289,1999-04-23 00:00:00 +0800 CST,陈士斌,江苏省连云港市东海县平明镇马河电站东侧,江苏省东海县平明镇马河电站东侧,0518-87873688,dsh@quartzpacific.com
